codigo de barras;categoria;subcategoria;nombre producto;sabor o descripcion;peso tamanio;fabrica;unidad;displey;caja;venta
7,78E+12;GALLETAS;CRACKER;CRICK;AGUA;500g;SAN GABRIEL;1;;;u
7,77E+12;GALLETAS;CRACKER;JIRAFA;NORMAL;250g;CARSA;1;;;u
7,77E+12;GALLETAS;CRACKER;INTEGRAL;INTEGRAL;220g;FERRARI;1;;;u
7,78E+12;GALLETAS;CRACKER;CRICK;FIBRA;1kl;SAN GABRIEL;1;;;u
7,78E+12;GALLETAS;CRACKER;CRICK;AGUA;1kl;SAN GABRIEL;1;;;u
7,78E+12;GALLETAS;CRACKER;CRICK;AGUA;220g;SAN GABRIEL;1;6;;u
7,78E+12;GALLETAS;CRACKER;CRICK;FIBRA;500g;SAN GABRIEL;1;;;u
7,77E+12;GALLETAS;GALLETA;MORADITAS;SALADA;90g;FAGAL;1;;30;u
7,77E+12;GALLETAS;GALLETA;GAUCHITAS;AGUA;90g;FAGAL;1;;30;u
7,77E+12;GALLETAS;GALLETA;MARIA MAIZENA;MAIZENA;90g;FAGAL;1;;30;u
7,77E+12;GALLETAS;GALLETA;MARIA MAIZENA;CHOCOLATE;90g;FAGAL;1;;30;u
7,77E+12;GALLETAS;GALLETA;SUPER DORADITAS;CLASICA;110g;CARSA;1;;15;u
7,77E+12;GALLETAS;GALLETA;SUPER DORADIDAS;MANTEQUILLA;110g;CARSA;1;;15;u
7,77E+12;GALLETAS;GALLETA;DORADITAS;AGUA;60g;CARSA;1;;30;u
7,77E+12;GALLETAS;GALLETA;MARIA DORIS;ORIGINAL;40g;CARSA;1;;30;u
7,77E+12;GALLETAS;GALLETA;CRACKER DORITA;AGUA;40g;CARSA;1;;30;u
7,77E+12;GALLETAS;GALLETA;MARIA DORIS;CHOCOLATE;40g;CARSA;1;;30;u
;GALLETAS;GALLETA MEDIANA;DULCE MARIA;DULCE;50g;MARIEL;1;;30;u
;GALLETAS;GALLETA ESCOLAR;DINO;DULCE;25g;SAN GABRIEL;1;;60;u
7,77E+12;GALLETAS;GALLETA ESCOLAR;SNACK SALADITA;SALADA;21g;LA SUPREMA;1;;60;u
7,77E+12;GALLETAS;GALLETA ESCOLAR;ULA ULA;CHOCOLATE;21g;LA SUPREMA;1;;60;u
7,77E+12;GALLETAS;GALLETA ESCOLAR;SNACK ANIMALES;DULCE;21g;LA SUPREMA;1;;60;u
7,77E+12;GALLETAS;GALLETA ESCOLAR;ULA ULA;COCO;21g;LA SUPREMA;1;;60;u
7,77E+12;GALLETAS;GALLETA ESCOLAR;ULA ULA;LECHE;21g;LA SUPREMA;1;;60;u
;GALLETAS;GALLETA ESCOLAR;MINI CRACKER;SALADA;25g;GUSTOSSI;1;;60;u
7,77E+12;GALLETAS;GALLETA RELLENA;CRICKS;LECHE CHOCOLATE FRUTILLA;50g;CARSA;1;6;6;u
7,77E+12;GALLETAS;WAFER;WAFS;CHOCOLATE;30g;LA SUPREMA;1;;30;u
7,77E+12;GALLETAS;WAFER;WAFS;LINOM;30g;LA SUPREMA;1;;30;u
7,77E+12;GALLETAS;WAFER;WAFS;FRUTILLA;30g;LA SUPREMA;1;;30;u
;GALLETAS;WAFER;WAFS;VAINILLA;30g;LA SUPREMA;1;;30;u
7,77E+12;GALLETAS;WAFER;WAFS;CHOCOLATE;100g;LA SUPREMA;1;;30;u
7,77E+12;GALLETAS;WAFER;WAFS;VAINILLA;100g;LA SUPREMA;1;;30;u
;GALLETAS;WAFER;WAFS;LIMON;100g;LA SUPREMA;1;;30;u
;GALLETAS;WAFER;WAFS;FRUTILLA;100g;LA SUPREMA;1;;30;u
7,77E+12;GALLETAS;WAFER;WAFER MABELS;CHOCOLATE;107g;FAGAL;1;;30;u
7,77E+12;GALLETAS;WAFER;WAFER MABELS;DULCE DE LECHE;107g;FAGAL;1;;30;u
7,77E+12;GALLETAS;WAFER;WAFER MABELS;COCO;107g;FAGAL;1;;30;u
7,77E+12;GALLETAS;WAFER;WAFER MABELS;FRUTILLA;107g;FAGAL;1;;30;u
7,77E+12;GALLETAS;WAFER;WAFER MABELS;LIMON;107g;FAGAL;1;;30;u
7,77E+12;GALLETAS;WAFER;WAFER MABELS;CHOCOLATE;42g;FAGAL;1;;30;u
7,77E+12;GALLETAS;WAFER;WAFER MABELS;DULCE DE LECHE;42g;FAGAL;1;;30;u
7,77E+12;GALLETAS;WAFER;WAFER MABELS;VAINILLA;42g;FAGAL;1;;30;u
7,77E+12;GALLETAS;WAFER;WAFER MABELS;FRUTILLA;42g;FAGAL;1;;30;u
7,77E+12;GALLETAS;WAFER;WAFER MABELS;LIMON;42g;FAGAL;1;;30;u
7,77E+12;GALLETAS;WAFER;WAFER MABELS;COCO;42g;FAGAL;1;;30;u
7,78E+12;GALLETAS;WAFER;WAFER DADITOS;CAPUCHINO;40g;CARSA;1;;30;u
7,78E+12;GALLETAS;WAFER;WAFER DADITOS;BROWNIE;40g;CARSA;1;;30;u
;GALLETAS;WAFER;WAFY;CHOCOLATE;20g;CARSA;1;;60;u
;GALLETAS;WAFER;WAFER FRUTILLITA;FRUTILLA;50g;MARIEL;1;;30;u
;GALLETAS;WAFER;WAFER CHOCOLATE;CHOCOLATE;50g;MARIEL;1;;30;u
7,77E+12;GALLETAS;GALLETAS;GALLETITAS DULCES;VAINILLA;300 g;MARIEL;1;;24;u
7,90E+12;GALLETAS;GALLETAS;MARILAN;LECHE;300 g;MADISA;1;;30;u
7,90E+12;GALLETAS;GALLETAS;MARILAN;CHOCOLATE;300 g;MADISA;1;;30;u
;GALLETAS;GALLETAS DULCES;COOKIS;COCO;360 g;SAN GABRIEL;1;;20;u
;GALLETAS;GALLETAS DULCES;CORAZONADA;CANELA;360 g;SAN GABRIEL;1;;20;u
;GALLETAS;GALLETAS DULCES;SURTIDAS DE LA ABUELA;SURTIDAS;360 g;SAN GABRIEL;1;;20;u
7,62E+12;GALLETAS;GALLETA;CLUB SOCIAL ;SALADAS;216 g;MONDELEZ;1;9;28;u
7,90E+12;GALLETAS;GALLETA;PIT STOP;SALADA;137 g;MADISA;1;6;30;u
7,62E+12;GALLETAS;GALLETA;CHOCO SODA;CHOCOLATE;216 g;MONDELEZ;1;6;24;u
7,77E+12;GALLETAS;GALLETA;GALLETICON ;AVELLANA CON CHOCOLATE;300 g;CARSA;1;6;30;u
7,78E+12;GALLETAS;GALLETA RELLENA;SUBLIME;CHOCOLATE RELLENA CON CREMA SABOR MANI;276 g;NESTLE;1;6;30;u
7,75E+12;GALLETAS;GALLETA;OREO;CHOCOLATE CON CREMA;216 g;MONDELEZ;1;6;28;u
7,70E+12;GALLETAS;GALLETA;CHOKIS;CHOCOLATE CON CHISPAS DE CHOCOLATE;222 g;CRUCIMEX;1;6;24;u
7,77E+12;GALLETAS;WAFER;RESERVADAS;CHIRIMOYA;;FERRARI;1;;60;u
7,77E+12;GALLETAS;GALLETA CON CHIPS;CHIP O CHIP;CHOCOLATE CON CHISPAS DE CHOCOLATE;32 g;CARSA;1;;30;u
7,77E+12;GALLETAS;GALLETA CON CHIPS;CHIP O CHIP;CON CHISPAS DE CHOCOLATE;32 g;CARSA;1;;30;u
7,77E+12;GALLETAS;GALLETA RELLENA;MINI CRICKS;LECHE;24 g;CARSA;1;;60;u
7,77E+12;GALLETAS;GALLETA RELLENA;MINI CRICKS;FRUTILLA;24 g;CARSA;1;;60;u
7,77E+12;GALLETAS;GALLETA RELLENA;MINI CRICKS;CHOCOLATE;24 g;CARSA;1;;60;u
7,80E+12;GALLETAS;OBLEA;KILATTE;RELLENA CON CHOCOLATE;22 g;FRUNA;1;20;12;u
7,80E+12;GALLETAS;OBLEA;KILOMBO;BANADA CON CHOCOLATE SABOR VAINILLA;42 g;FRUNA;1;20;6;u
;GALLETAS;OBLEA;TURRON AREQUEPAY;MANI;15 g;;1;20;;u
7,80E+12;GALLETAS;OBLEA;TURRON DE MANI;VAINILLA Y NARANJA;25 g;PALMESANO;1;;50;u
;GRAJEAS;GRAJEAS DECHOCOLATE;CHEF RICO RICO SNACKS;CHOCOLATE;12 g;IMPRAL;1;30;20;u
;GRAJEAS;GRAJEAS DECHOCOLATE;MAGUISITA;CHOCOLATE;24 g;TIGRE;1;20;20;u
;GRAJEAS;GRAJEAS DECHOCOLATE;TIGRE;CHOCOLATE;12 g;TIGRE;1;30;25;u
;GRAJEAS;GRAJEAS DECHOCOLATE;PELADITA;CHOCOLATE;20 g;TROPICAL;1;30;25;u
;GRAJEAS;GRAJEAS DECHOCOLATE;NEGRITA;CHOCOLATE;18 g;TROPICAL;1;30;25;u
;GRAJEAS;GRAJEAS DECHOCOLATE;ALECITA;CHOCOLATE;20 g;EDYMAR;1;20;20;u
;GRAJEAS;GRAJEAS DECHOCOLATE;CARLITA;CHOCOLATE;12 g;EDYMAR;1;30;25;u
;GRAJEAS;GRAJEAS DECHOCOLATE;FILIPITO ;;;CEIBO;;;;u
;GRAJEAS;GRAJEAS DECHOCOLATE;FILIPITO ;;;CEIBO;;;;u
;PIPOCAS;CHISITO;CHEESE TWIST;PALITOS DE MAIZ SABOR QUESO;30 g;PIPO SAL;1;20;5;u
;PIPOCAS;BANANITO;TROPI BANANOS;BANANA;30 g;PIPO SAL;1;20;5;u
;PIPOCAS;COME COME;ARLEQUIN;FRUTAS; 30 g;PIPO SAL;1;20;5;u
;PIPOCAS;PIPOCA;PIPO SAL ;MANTEQUILLA;25 g;PIPO SAL;1;20;5;u
;PIPOCAS;PIPOCA;CLAC;CARAMELIZADO;25g;PIPO SAL;1;20;5;u
;PIPOCAS;PIPOCA;POP CHOC;CHOCOLATE;25 g;PIPO SAL;1;20;5;u
;PIPOCAS;PIPOCA;PIPO SAL FAMILIAR;MANTEQUILLA;170 g;PIPO SAL;1;;5;u
;PIPOCAS;PIPOCA;PI PO CAS;MANTEQUILLA;20 g;LA ESTRELLA;1;20;5;u
7,77E+12;PIPOCAS;PIPOCA;PI PO CAS FAMILIAR;MANTEQUILLA;190 g;LA ESTRELLA;1;;5;u
;PIPOCAS;CHISITO;CHIZITOS;QUESO;23 g;LA ESTRELLA;1;20;5;u
;PIPOCAS;CHISITO;CHIZITOS FAMILIAR;QUESO;190 g;LA ESTRELLA;1;;5;u
;PIPOCAS;BANANITO;BANANAS;BANANA;23 g;LA ESTRELLA;1;20;5;u
;PIPOCAS;COME COME;COME COME;FRUTAS;30 g;LA ESTRELLA;1;20;5;u
;PIPOCAS;CHISITO;CHIZITOS PICANTE;QUESO PICANTE;23 g;LA ESTRELLA;1;20;5;u
;PIPOCAS;PIPOCA;PI PO CAS CHOCOLATE;MAIZ CON CHOCOLATE;23 g;LA ESTRELLA;1;20;5;u
;PIPOCAS;PIPOCA;PI PO CAS CHOCOLATE FAMILIAR;MAIZ CON CHOCOLATE;90 g;LA ESTRELLA;1;;5;u
;PIPOCAS;COME COME;ESTRELLITAS ACIDAS FAMILIAR;FRUTAS;180 g;LA ESTRELLA;1;;5;u
7,77E+12;PIPOCAS;PIPOCA;POP PIPOCA;MANTEQUILLA;25 g;FRUTILLITA;1;;50;u
7,77E+12;PIPOCAS;PIPOCA;POP PIPOCA;MANTEQUILLA;90 g;FRUTILLITA;1;;15;u
;PIPOCAS;PIPOCA;PIPOCA LUCANA;SALADA;16 g;LUCANA;1;;50;u
;PIPOCAS;PIPOCA;PIPOCA LUCANA FAMILIAR;SALADA;100 g;LUCANA;1;;20;u
;PIPOCAS;CHISITO;TRON CHEESE;QUESO;30 g;EVERFOOD SNACKS;1;10;10;u
;PIPOCAS;CHISITO;TRON CHEESE FAMILIAR;QUESO;160 g;EVERFOOD SNACKS;1;;15;u
;SNACKS;SNACK;BACON;BOCADITO DE TRIGO SABOR BACON;24 g ;EVERFOOD SNACKS;1;10;10;u
;SNACKS;SNACK;BACON PICANTE;BOCADITO DE TRIGO SABOR BACON PICANTE;24 g ;EVERFOOD SNACKS;1;10;10;u
;SNACKS;SNACK;BACON FAMILIAR;BOCADITO DE TRIGO SABOR BACON PICANTE;185 g;EVERFOOD SNACKS;1;;15;u
;SNACKS;SNACK;BACON PICANTE FAMILIAR;BOCADITO DE TRIGO SABOR BACON PICANTE;185 g;EVERFOOD SNACKS;1;;15;u
;SNACKS;CHICHARRON;RICORRONES;LONJITAS DE PIEL DE CERDO;15 g;EVERFOOD SNACKS;1;10;10;u
;SNACKS;SNACK;KE PADRE;NACHOS;35 g;EVERFOOD SNACKS;1;10;10;u
;SNACKS;CHICHARRON;MIX SNACKS CROCANTES;PALITOS FRITOS DE HARINA DE TRIGO;20 g;FRUTILLITA;1;10;10;u
;SNACKS;CHICHARRON;MIX SNACKS CROCANTES FAMILIAR;PALITOS FRITOS DE HARINA DE TRIGO;200 g;FRUTILLITA;1;;10;u
7,77E+12;SNACKS;PAPAS FRITAS;SABROSITAS SNACKS;SIN PICANTE;20 g;ORGANICA DEL SUR;1;;50;u
7,77E+12;SNACKS;PAPAS FRITAS;SABROSITAS SNACKS;CON PICANTE;20 g;ORGANICA DEL SUR;1;;50;u
7,77E+12;SNACKS;PAPAS FRITAS;SABROSITAS SNACKS FAMILIAR;SIN PICANTE;200 g;ORGANICA DEL SUR;1;;30;u
7,77E+12;SNACKS;PAPAS FRITAS;SABROSITAS SNACKS FAMILIAR;CON PICANTE;200 g;ORGANICA DEL SUR;1;;30;u
7,77E+12;SNACKS;PAPAS FRITAS;BOLIVAR;CLASICO;20 g;ORGANICA DEL SUR;1;12;4;u
7,77E+12;SNACKS;PAPAS FRITAS;BOLIVAR FAMILIAR;CLASICO;200 g;ORGANICA DEL SUR;1;;30;u
7,77E+12;SNACKS;PAPAS FRITAS;PAPAS GOURMET;CHURRASCO;26 g;ORGANICA DEL SUR;1;10;3;u
;SNACKS;PAPAS FRITAS;PAPAS GOURMET;HAMBURGUESA;26 g;ORGANICA DEL SUR;1;10;3;u
7,77E+12;SNACKS;NACHOS;NACHOS DE MAIZ;SIN PICANTE;35 g;ORGANICA DEL SUR;1;;50;u
7,77E+12;SNACKS;NACHOS;NACHOS DE MAIZ;CON PICANTE;35 g;ORGANICA DEL SUR;1;;50;u
7,76E+12;SNACKS;PAPAS FRITAS;LAYS;CLASICO;170 g;CRUCIMEX;1;;20;u
7,75E+12;QUEQUES;VISCOCHO;CHOCMAN;RELLENA DE MANJAR Y COBERTURA DE CHOCOLATE;28 g;PROESA;1;;60;u
;MALVAVISCO;MASMELO;DELI MASMELOS;MASMELOS SABOR A FRUTILLA;25 g;KEY BELS;1;;40;u
;MALVAVISCO;MASMELO;SUPER RICO;MASMELOS SABOR A FRUTILLA;150 g;KEY BELS;1;;25;u
;MALVAVISCO;MASMELO;MEGA JUMBO;MASMELOS SABOR A FRUTILLA;250 g;KEY BELS;1;;30;u
6,95E+12;MALVAVISCO;MASMELO;FURIOSO DELICIOSO;FRESA MANZANA UVA Y NARANJA;10 g;SODOMIN;1;60;;u
6,94E+12;MALVAVISCO;MASMELO;MARSHMALLOW;FRESA MANZANA UVA Y NARANJA;11 g;SODOMIN;1;60;;u
7,70E+12;TOALLA HIGIENICA;TOALLA HIGIENICA;NOSOTRAS;INVISBLE RAPIGEL;;;1;;24;u
7,70E+12;TOALLA HIGIENICA;TOALLA HIGIENICA;NOSOTRAS;PROTECCION ANTIBACTERIAL;;;1;;24;u
7,70E+12;TOALLA HIGIENICA;TOALLA HIGIENICA;NOSOTRAS;INVISBLE CLASICA;;;1;;24;u
;TOALLA HIGIENICA;TOALLA HIGIENICA;KOTEX;NORMAL EXTREMA PROTECCION;;;1;6;8;u
7,77E+12;MANTEQUILLA;MARGARINA;REGIA;CON LECHE;210 g;;1;;24;u
7,77E+12;MANTEQUILLA;MARGARINA;REGIA;CON LECHE;410 g;;1;;24;u
7,77E+12;MANTEQUILLA;MARGARINA;REGIA;CON LECHE;820 g;;1;;12;u
7,77E+12;FIDEOS;FIDEO;PASTA RICA;TRIGO;400 g;SANTA ROSA;1;;10;u
7,75E+12;FIDEOS;FIDEO INSTANTANIO;AJI NO MEN;CARNE;80 g;AJINOMEN;1;;24;u
;FIDEOS;FIDEO INSTANTANIO;AJI NO MEN;CARNE PICANTE;80 g;AJINOMEN;1;;24;u
;FIDEOS;FIDEO INSTANTANIO;AJI NO MEN;POLLO;80 g;AJINOMEN;1;;24;u
;FIDEOS;FIDEO INSTANTANIO;AJI NO MEN;POLLO PICANTE;80 g;AJINOMEN;1;;24;u
;FIDEOS;FIDEO INSTANTANIO;AJI NO MEN;POLLO CON VERDURAS;80 g;AJINOMEN;1;;24;u
;FIDEOS;FIDEO INSTANTANIO;AJI NO MEN;COSTILLA;80 g;AJINOMEN;1;;24;u
7,75E+12;CONSERVAS;MERMELADA;GIGANTE;MERMELADA DE FRESA;340 g;ICAL;1;;12;u
7,90E+12;CONSERVAS;SARDINA;LIDITA CHILENA;JUREL EN CONSERVA CON SALSA DE TOMATE;425 g;SODOMIN;1;;24;u
7,80E+12;CONSERVAS;ATUN;ATUN LIDITA;GRATED DE ANCHOVETA EN AGUA Y SAL;170 g;SODOMIN;1;;24;u
7,90E+12;CONSERVAS;VIANDADA;ODERICH FIAMBRE;FIAMBRE DE CARNE VOVINA;320 g;SODOMIN;1;;24;u
7,79E+12;CONSERVAS;PICADILLO;SAFRA ;PICADILLO DE CARNE;90 g;SODOMIN;1;;;u
7,80E+12;CONSERVAS;DURAZNO ENLATADO;OKEY;DURAZNO EN JARABE DILUIDO;820 g;SODOMIN;1;;;u
7,80E+12;CONSERVAS;DURAZNO ENLATADO;ACONCAGUA;DURAZNO EN ALMIBAR;820 g;SODOMIN;1;;;u
7,77E+12;LACTEOS;LECHE ENLATADA;LECHE EVAPORADA BONLE;LECHE EVAPORADA;400 g;GLORIA;1;;24;u
8,72E+12;LACTEOS;LECHE ENLATADA;LECHE CONDENSADA BELLA HOLANDESA;LECHE CONDENSADA;397 g;MINIOL;1;;;u
7,75E+12;LACTEOS;LECHE ENLATADA;LECHE EVAPORADA PIL;LECHE EVAPORADA;400 g;PIL;1;;24;u
7,77E+12;LACTEOS;LECHE POLVO;INSTANTANEA PIL;LECHE PEQUENIA;120 g;PIL;1;;;u
7,77E+12;LACTEOS;LECHE POLVO;INSTANTANEA PIL;LECHE MEDIANA;370 g;PIL;1;;;u
7,77E+12;LACTEOS;LECHE POLVO;INSTANTANEA PIL;LECHE GRANDE;760 g;PIL;1;;20;u
7,77E+12;LACTEOS;LECHE POLVO;INSTANTANEA PIL DOYPACK;LECHE DOYPACK;2200g;PIL;1;;6;u
7,51E+12;LACTEOS;LECHE POLVO;NIDO BOLSA DOYPACK;CRECIMIENTO;2000 g;NESTLE;1;;6;u
7,77E+12;LACTEOS;LECHE POLVO;INSTANTANEO BONLE;TAMANIO GRANDE;2000 g;GLORIA;1;;6;u
7,50E+12;LACTEOS;LECHE POLVO;NIDO BOLSA;CRECIMIENTO;800 g;NESTLE;1;;;u
;LACTEOS;LECHE POLVO;NIDO LATA;CRECIMIENTO;760 g;NESTLE;1;;;u
7,77E+12;LACTEOS;LECHE;LECHE NATURAL PIL;NORMAL;946 ml;PIL;1;;20;u
;LACTEOS;LECHE;LECHE DESLACTOSADA PIL;DESLACTOSADA;800 ml;PIL;1;;20;u
7,77E+12;LACTEOS;BEBIDA LACTEA;PILFRUT FAMILIAR;DURAZNO;800 ml;PIL;1;;20;u
7,77E+12;LACTEOS;BEBIDA LACTEA;PILFRUT FAMILIAR;MANZANA;800 ml;PIL;1;;20;u
7,77E+12;LACTEOS;BEBIDA LACTEA;PILFRUT FAMILIAR;BLUEBERRY;800 ml;PIL;1;;20;u
7,77E+12;LACTEOS;BEBIDA LACTEA;PILFRUT;DURAZNO;190 ml;PIL;1;;90;u
7,77E+12;LACTEOS;BEBIDA LACTEA;PILFRUT;MANZANA;190 ml;PIL;1;;90;u
7,77E+12;LACTEOS;BEBIDA LACTEA;PILFRUT;PINIA;190 ml;PIL;1;;90;u
7,77E+12;LACTEOS;BEBIDA LACTEA;PILFRUT;FRUTILLA;190 ml;PIL;1;;90;u
;LACTEOS;BEBIDA LACTEA;PILFRUT;BLUEBERRY;190 ml;PIL;1;;90;u
;LACTEOS;BEBIDA LACTEA;PILFRUT;NARANJA;190 ml;PIL;1;;90;u
;LACTEOS;BEBIDA LACTEA;PILFRUT;MARACUYA;190 ml;PIL;1;;90;u
7,77E+12;LACTEOS;LECHE SABORIZADA;CHICOLAC;CHOCOLATE;120 ml;PIL;1;;;u
